Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit
metal fitting,5500,300,1987,0,22,0,5200,17.33,0
metal jaw,-1,-1,-1,-1,-1,-1,0,0,0
metal spats,2333,1776,4220,1683,13,212,557,0.31,7241
metal spike,484,334,1230,574,277,136,150,0.45,20400
metal toe,46,46,0,36,0,16,0,0.0,0
midnight sarong,14966537,13022000,19949868,14742207,11,15,1944537,0.15,21389907
midnight shard,4998,3333,5495,3003,27,69,1665,0.5,44955
midnight tunic,6797000,4539000,7533748,6071302,16,20,2258000,0.5,36128000
might ring,5195,4950,5369,4986,3482,1724,245,0.05,422380
mighty helm of green sparks,25001,25001,0,12000,0,1,0,0.0,0
mind stone,160,140,158,118,8,466,20,0.14,160
mini mummy,51599,26000,51281,26000,5,3,25599,0.98,76797
mining helmet,100,0,99,0,4,0,100,0,0
mining helmet (budrik),-1,-1,-1,-1,-1,-1,0,0,0
mino lance,6960,5167,6636,6360,17,184,1793,0.35,30481
mino shield,2989,2740,2872,2683,43,1173,249,0.09,10707
minor crystalline token,9665,7701,10514,9110,376,316,1964,0.26,620624
minotaur backpack,2554,351,2786,196,56,35,2203,6.28,77105
minotaur horn,89,67,71,60,31,855,22,0.33,682
minotaur leather,89,51,124,65,345,778,38,0.75,13110
minotaur statue kit,-1,0,0,0,0,0,-1,0,0
minotaur trophy,499,289,476,249,14,236,210,0.73,2940
miraculum,389,12,602,21,9,148,377,31.42,3393
mirror,666779,666779,2199997,0,2,0,0,0.0,0
model ship,1999,400,1464,294,6,32,1599,4.0,9594
modified crossbow,10200,5620,12211,7613,31,64,4580,0.81,141980
molten plate,16400000,75000000,0,75000000,0,1,-58600000,-0.78,0
molten wax,21499,13,17737,16,15,4,21486,1652.77,85944
monkey statue 'hear' kit,42999,0,50000,0,1,0,42999,0,0
monkey statue 'see' kit,45999,0,50000,0,1,0,45999,0,0
monkey statue 'speak' kit,-1,0,0,0,0,0,-1,0,0
mooh'tah plate,6996,5628,5921,5512,15,429,1368,0.24,20520
mooh'tah shell,594,202,644,323,377,516,392,1.94,147784
moohtant cudgel,27665,13081,14845,13115,19,30,14584,1.11,277096
moohtant horn,11695,7714,10787,8131,349,205,3981,0.52,816105
moon backpack,42794,17500,52406,27730,90,70,25294,1.45,1770580
moon flower,436,1,444,1,2,7,435,435.0,870
moon mirror,14999,13600,15042,6839,543,252,1399,0.1,352548
moonlight crystals,81,43,149,34,1052,318,38,0.88,12084
moonlight rod,400,120,739,140,146,748,280,2.33,40880
moonstone,12680,12431,12829,11863,15,345,249,0.02,3735
morbid tapestry,20001,20001,0,0,0,0,0,0.0,0
morgaroth's heart,14444444,5000000,14172222,2000000,2,1,9444444,1.89,9444444
morik's helmet,20000,150,41999,0,1,0,19850,132.33,0
morning star,299,45,218,36,6,183,254,5.64,1524
mortal mace,99827,50001,183770,104977,18,14,49826,1.0,697564
mossmasher figurine,80000,1111,145053,9690,1,6,78889,71.01,78889
mother soil,-1,400,0,400,0,2,-401,-1.0,0
mould heart,1101,1101,0,1249,0,7,0,0.0,0
mould robe,400,400,0,601,0,3,0,0.0,0
mouldy cheese,44,0,60,0,48,0,44,0,0
mouldy powder,1300,159,315,149,10,193,1141,7.18,11410
mr. punish's handcuffs,0,0,0,0,0,0,0,0,0
muck remover,10001,10001,0,0,0,0,0,0.0,0
muck rod,6000,5759,6046,5724,39,1583,241,0.04,9399
mucus plug,350,202,481,132,10,160,148,0.73,1480
mug,155555,155555,0,0,0,0,0,0.0,0
mummy disguise,-1,0,0,0,0,0,-1,0,0
mushroom backpack,1350,233,2324,323,90,85,1117,4.79,94945
mushroom pie,50,3,119,3,130,42,47,15.67,1974
mushroom spores,60000,220,58518,0,3,0,59780,271.73,0
music box,1500000,1112223,1562739,1135825,54,17,387777,0.35,6592209
music box (replica),-1,-1,-1,-1,-1,-1,0,0,0
music sheet (first verse),-1,-1,-1,-1,-1,-1,0,0,0
music sheet (fourth verse),-1,-1,-1,-1,-1,-1,0,0,0
music sheet (second verse),-1,-1,-1,-1,-1,-1,0,0,0
music sheet (third verse),-1,-1,-1,-1,-1,-1,0,0,0
musician's bow,15000,34,29996,0,1,0,14966,440.18,0
mutant bone boots,59000000,25000000,59000000,0,1,0,34000000,1.36,0
mutant bone kilt,45000000,20000000,77000000,27333333,1,3,25000000,1.25,25000000
mutated bat ear,272,272,443,308,15,134,0,0.0,0
mutated flesh,134,40,292,36,10,157,94,2.35,940
mutated rat tail,-1,-1,-1,-1,-1,-1,0,0,0
mutated skin armor,60000000,22077999,60000000,0,1,0,37922001,1.72,0
mutated skin legs,750000,750000,0,0,0,0,0,0.0,0
mycological bow,35492,32720,35925,30724,42,106,2772,0.08,116424
mycological mace,19931,1590,16412,1941,17,15,18341,11.54,275115
mysterious fetish,40,1,47,2,9,108,39,39.0,351
mysterious remains,1695,1432,1782,1311,169,886,263,0.18,44447
mysterious voodoo skull,4999,2520,4330,2640,43,142,2479,0.98,106597
mystic blade,39999,50,40000,0,1,0,39949,798.98,0
mystic root,3790,0,6993,0,2,0,3790,0,0
mystic turban,298,180,260,135,18,388,118,0.66,2124
mystical hourglass,841,658,1387,701,490,263,183,0.28,48129
mythril axe,27000000,13000000,27000000,0,1,0,14000000,1.08,0
naga axe,1999995,1702000,2572581,2360926,10,13,297995,0.18,2979950
naga basin,-1,-1,-1,-1,-1,-1,0,0,0
naga club,2478000,1358000,2017199,1327234,16,12,1120000,0.82,13440000
naga crossbow,8294000,6804000,8454550,7554000,26,25,1490000,0.22,37250000
naga quiver,12991000,8054000,9659636,7411666,11,9,4937000,0.61,44433000
naga rod,2426000,1602000,2483792,1980894,23,18,824000,0.51,14832000
naga sword,13993000,11748000,14176598,12748723,20,18,2245000,0.19,40410000
naga wand,1991992,1600000,2111545,1639601,20,25,391992,0.24,7839840
naginata,18244,1210,18122,1044,2,9,17034,14.08,34068
nail,948,437,507,434,11,588,511,1.17,5621
nail case,489999,310400,468205,290289,9,5,179599,0.58,897995
native armor,-1,0,0,0,0,0,-1,0,0
natural soil,19440,1215,19417,2027,4,2,18225,15.0,36450
nature magic spellbook,-1,0,0,0,0,0,-1,0,0
nautical map,-1,0,0,0,0,0,-1,0,0
necklace of the deep,3344,3050,4306,3438,1278,677,294,0.1,199038
necromancer shield,118977,86730,149033,100790,51,44,32247,0.37,1418868
necromantic robe,-1,-1,-1,-1,-1,-1,0,0,0
necromantic rust,370,208,363,225,8,158,162,0.78,1296
necrotic rod,980,814,1113,777,137,1324,166,0.2,22742
net,0,2,0,12,0,2,-2,-1.0,0
net (fishing),-1,-1,-1,-1,-1,-1,0,0,0
nettle blossom,5000,40,2900,40,4,8,4960,124.0,19840
nettle spit,0,1,0,4,0,22,-1,-1.0,0
neutral matter,-1,0,0,0,0,0,-1,0,0
nightmare beast santa,102001,102001,99750,22580,2,4,0,0.0,0
nightmare blade,34998,34680,35936,34762,12,1158,318,0.01,3816
nightmare hook,23400,6667,16985,0,2,0,16733,2.51,0
nightmare horn,11997000,9000000,13663000,10404400,3,5,2997000,0.33,8991000
nightmare shield,214998,111753,228812,178039,52,41,103245,0.92,4233045
nightmare teddy,29999,10005,23550,12483,7,6,19994,2.0,119964
noble amulet,368000,387000,0,389750,0,4,-19000,-0.05,0
noble armor,500,500,2757,160,7,20,0,0.0,0
noble axe,10446,9880,10150,9784,36,1200,566,0.06,20376
noble cape,358000,358000,0,364666,0,6,0,0.0,0
noble sword (replica),-1,-1,-1,-1,-1,-1,0,0,0
noble turban,143,331,0,331,0,7,-188,-0.57,0
nomad parchment,1549,20,1457,9,51,13,1529,76.45,19877
norse shield,3497,405,3279,394,5,22,3092,7.63,15460
norseman doll (replica),-1,-1,-1,-1,-1,-1,0,0,0
northern fishburger,4000,480,2575,500,17,11,3520,7.33,38720
northern pike,58999,40015,60857,38438,132,131,18984,0.47,2486904
northern star,225000,3350,158750,0,4,0,221650,66.16,0
northwind rod,1700,1328,1759,1265,127,1033,372,0.28,47244
nose ring,1896000,1060007,1652902,1351247,33,16,835993,0.79,13375888
note from the thieves guild,-1,0,0,0,0,0,-1,0,0
notes and coordinates,-1,-1,-1,-1,-1,-1,0,0,0
observer tapestry,17997,6000,16677,3822,19,23,11997,2.0,227943
obsidian knife,16000,8260,17002,8306,367,220,7740,0.94,1702800
obsidian lance,650,301,866,256,88,347,349,1.16,30712
obsidian truncheon,14919,12000,29721,10826,8,14,2919,0.24,23352
obsidian zaoan bishop,0,1,0,2525,0,4,-1,-1.0,0
obsidian zaoan king,1000,2,760,5001,2,2,998,499.0,1996
obsidian zaoan knight,3900,2,3900,1684,2,6,3898,1949.0,7796
obsidian zaoan pawn,18887,2000,21943,614,2,7,16887,8.44,33774
obsidian zaoan queen,54000,10000,54999,1,2,1,44000,4.4,44000
obsidian zaoan rook,4886,2,4666,4020,3,5,4884,2442.0,14652
obujos' shell,7051000,7704000,11741246,8502251,4,4,-653000,-0.08,-2612000
obvious piece of cloth,3331,300,4418,371,67,33,3031,10.1,100023
oceanborn leviathan armor,25000000,23500000,25000000,23500000,1,1,1500000,0.06,1500000
odd hat,1000,1000,38999,1000,3,1,0,0.0,0
odd organ,994,250,504,280,11,138,744,2.98,8184
ogre choppa,900,899,1215,868,9,122,1,0.0,9
ogre ear stud,0,102,0,107,0,203,-102,-1.0,0
ogre klubba,2197,1315,2371,1320,6,110,882,0.67,5292
ogre nose ring,479,202,790,192,96,200,277,1.37,26592
ogre scepta,3400,2119,3313,1966,11,61,1281,0.6,14091
oil lamp,-1,0,0,0,0,0,-1,0,0
old and used backpack,5000000,3104000,4897666,2700000,3,1,1896000,0.61,1896000
old cape,59999,30000,65990,26872,8,7,29999,1.0,209993
old encrypted text,-1,0,0,0,0,0,-1,0,0
old girtablilu carapace,254,254,0,445,0,7,0,0.0,0
old iron,0,0,0,0,0,0,0,0,0
old parchment,468,252,422,251,7,129,216,0.86,1512
old pirate poem,-1,0,0,0,0,0,-1,0,0
old power core,62000,0,48316,0,6,0,62000,0,0
old rag,896,300,2230,451,141,177,596,1.99,84036
old royal diary,288500,186000,585000,178825,1,8,102500,0.55,102500
ominous piece of cloth,999,200,1299,45,73,17,799,4.0,13583
one hit wonder,13337,13337,0,0,0,0,0,0.0,0
onion,598,0,398,0,6,0,598,0,0
onyx arrow,-1,7,8,7,923,278,-8,-1.14,-2224
onyx chip,500,491,501,490,4,1134,9,0.02,36
onyx flail,23890,20544,22968,20492,8,418,3346,0.16,26768
onyx pendant,6198,3381,4084,3381,34,150,2817,0.83,95778
opal,-1,-1,-1,-1,-1,-1,0,0,0
orange,4999,2000,8431,1451,15,26,2999,1.5,44985
orange backpack,120,15,79,8,152,210,105,7.0,15960
orange bag,788,1,3570,1,11,12,787,787.0,8657
orange fireworks powder,270,14,152,9,14,58,256,18.29,3584
orange fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0
orange mushroom,298,71,298,94,4,49,227,3.2,908
orange star,2950,2,2800,2,3,5,2948,1474.0,8844
orange tapestry,-1,2,0,2,0,4,-3,-1.5,0
orb,4999000,2227000,3845500,2106000,6,1,2772000,1.24,2772000
orc leather,29,2,26,13,9,345,27,13.5,243
orc tooth,568,320,996,428,291,444,248,0.78,72168
orc trophy,11,11,0,51,0,7,0,0.0,0
orc tusk,500,10,837,5,5,27,490,49.0,2450
orc's jaw shredder (replica),-1,-1,-1,-1,-1,-1,0,0,0
orcish axe,488,106,420,133,74,129,382,3.6,28268
orcish gear,80,54,78,70,13,208,26,0.48,338
orcish maul,50,50,5000,0,2,0,0,0.0,0
orclops santa,120000,25100,137859,23155,5,4,94900,3.78,379600
orichalcum pearl,30,22,36,21,73,326,8,0.36,584
oriental shoes,15299,14810,15301,14203,80,634,489,0.03,39120
ornamented axe,44900,18100,29156,19068,10,10,26800,1.48,268000
ornamented brooch,14899,4801,17059,4817,45,27,10098,2.1,272646
ornamented shield,6000,500,13870,174,6,3,5500,11.0,16500
ornate carving axe,10000,0,79500,0,1,0,10000,0,0
ornate carving blade,0,0,0,0,0,0,0,0,0
ornate carving chopper,0,0,0,0,0,0,0,0,0
ornate carving hammer,22900,100,38975,100,2,1,22800,228.0,22800
ornate carving mace,0,0,0,0,0,0,0,0,0
ornate carving rod,24000,0,24998,0,6,0,24000,0,0
ornate carving slayer,0,0,0,0,0,0,0,0,0
ornate carving wand,28999,0,29500,0,10,0,28999,0,0
ornate chestplate,5497000,5197100,5528027,5037489,93,80,299900,0.06,23992000
ornate crossbow,11686,8272,11135,8231,139,393,3414,0.41,474546
ornate legs,74100,50800,99371,81429,85,94,23300,0.46,1980500
ornate locket,17530,17530,33394,17231,2,37,0,0.0,0
ornate mace,180000,50000,223983,52500,6,2,130000,2.6,260000
ornate mayhem axe,9999,0,72900,0,1,0,9999,0,0
ornate mayhem blade,0,0,0,0,0,0,0,0,0
ornate mayhem chopper,0,0,0,0,0,0,0,0,0
ornate mayhem hammer,89900,0,89900,0,1,0,89900,0,0
ornate mayhem mace,1899,0,3999,0,1,0,1899,0,0
ornate mayhem rod,195000,1000,103283,1000,3,1,194000,194.0,194000
ornate mayhem slayer,2000,0,3349,0,2,0,2000,0,0
ornate mayhem wand,-1,0,28444,0,9,0,-1,0,0
ornate remedy axe,9999,20000,40000,20000,1,1,-10001,-0.5,-10001
ornate remedy blade,0,0,0,0,0,0,0,0,0
ornate remedy chopper,9999,0,33950,0,1,0,9999,0,0
ornate remedy hammer,4990,0,4990,0,1,0,4990,0,0
ornate remedy mace,0,0,0,0,0,0,0,0,0
ornate remedy rod,27000,0,27060,0,7,0,27000,0,0
ornate remedy slayer,0,0,0,0,0,0,0,0,0
ornate remedy wand,26000,0,25141,0,7,0,26000,0,0
ornate shield,133000,92360,144380,98454,95,61,40640,0.44,2479040
orshabaal's brain,-1,0,8000000,0,1,0,-1,0,0
oven kit,100000,100000,0,0,0,0,0,0.0,0
oven spatula,-1,0,0,0,0,0,-1,0,0
package of potions,-1,0,0,0,0,0,-1,0,0
pair of dreamwalkers,2098990,1252004,2313737,1829552,86,68,846986,0.68,57595048
pair of earmuffs,1499,501,1390,682,11,77,998,1.99,10978
pair of hellflayer horns,779,779,1244,920,10,83,0,0.0,0
pair of iron fists,4000,2556,3913,2533,10,149,1444,0.56,14440
pair of nightmare boots,294702,246600,292710,227497,156,143,48102,0.2,6878586
pair of old bracers,403,403,0,402,0,1,0,0.0,0
pair of soulstalkers,148699,117052000,131186109,123750761,24,21,-116903301,-1.0,-2454969321
pair of soulwalkers,157000,150000000,159457704,152455941,20,17,-149843000,-1.0,-2547331000
paladin armor,16299,14850,16481,14909,322,265,1449,0.1,383985
pale worm's scalp,409000,409000,0,409000,0,7,0,0.0,0
pan,12879992,10115000,14288624,11282000,24,16,2764992,0.27,44239872
pannier backpack,93998,33400,74842,14929,15,6,60598,1.81,363588
panpipes,142,46,160,46,44,72,96,2.09,4224
panther head,105000,105000,0,0,0,0,0,0.0,0
panther paw,78900,10000,88687,8980,1,4,68900,6.89,68900
paralyse rune,650,264,460,267,486,164,386,1.46,63304
parcel,24,1,19,1,374,53,23,23.0,1219
parcel (watchtower),-1,-1,-1,-1,-1,-1,0,0,0
part of a rune (five),-1,-1,-1,-1,-1,-1,0,0,0
part of a rune (four),-1,-1,-1,-1,-1,-1,0,0,0
part of a rune (one),-1,-1,-1,-1,-1,-1,0,0,0
part of a rune (six),-1,-1,-1,-1,-1,-1,0,0,0
part of a rune (three),-1,-1,-1,-1,-1,-1,0,0,0
part of a rune (two),-1,-1,-1,-1,-1,-1,0,0,0
party cake,50,5,1948,5,18,2,45,9.0,90
party hat,25,0,22,0,7,0,25,0,0
party lampions (green),-1,-1,-1,-1,-1,-1,0,0,0
party lampions (red),-1,-1,-1,-1,-1,-1,0,0,0
party wall snake,2502,2502,0,0,0,0,0,0.0,0
party wall tinsel,30000,30000,0,0,0,0,0,0.0,0
patch of fine cloth,1989,936,2530,991,25,76,1053,1.12,26325
patched boots,700,700,0,0,0,0,0,0.0,0
paw amulet,-1,0,0,0,0,0,-1,0,0
peacock feather fan,412,281,487,280,26,406,131,0.47,3406
peanut,9934,8359,9059,7750,108,204,1575,0.19,170100
pear,297,275,366,258,77,1476,22,0.08,1694
peas,-1,0,0,0,0,0,-1,0,0
peg leg,8826,4233,10362,8580,111,184,4593,1.09,509823
pelvis bone,150,50,164,21,193,279,100,2.0,19300
pendulet,4491000,3338005,4289271,3568374,25,24,1152995,0.35,27671880
pendulum clock kit,100000,100000,0,0,0,0,0,0.0,0
percht broom,20000,25000,100000,25000,1,2,-5000,-0.2,-5000
percht handkerchief,20000,1,20000,10000,1,2,19999,19999.0,19999
percht queen's frozen heart,40000,6000,48610,5800,4,8,34000,5.67,136000
percht skull,149900,60100,193572,110253,298,128,89800,1.49,11494400
percht-warding torch,-1,-1,-1,-1,-1,-1,0,0,0
perfect behemoth fang,4292,3900,5844,4112,367,300,392,0.1,117600
pet pig,4000,1,2007,42,7,8,3999,3999.0,27993
petrified scream,650,256,2411,210,62,83,394,1.54,24428
phantasmal axe,199997,146000,379407,167166,44,30,53997,0.37,1619910
phantasmal hair,166,166,0,322,0,3,0,0.0,0
pharaoh banner,999,336,826,569,47,198,663,1.97,31161
pharaoh sword,13337,12001000,0,12001000,0,1,-11987663,-1.0,0
phoenix charm,444440,101221,201755,99167,182,51,343219,3.39,17504169
phoenix egg,28000,11020,25857,11060,15,4,16980,1.54,67920
phoenix shield,114882,16000,67137,51233,8,8,98882,6.18,791056
phoenix statue (replica),-1,-1,-1,-1,-1,-1,0,0,0
physical amplification,1300000,425525,1335076,680446,19,7,874475,2.06,6121325
physical resilience,1298999,390465,896363,497084,11,3,908534,2.33,2725602
piano kit,100000,100000,0,0,0,0,0,0.0,0
pick,142,52,141,85,3,73,90,1.73,270
picture (landscape),-1,-1,-1,-1,-1,-1,0,0,0
picture (portrait),-1,-1,-1,-1,-1,-1,0,0,0
picture (still life),-1,-1,-1,-1,-1,-1,0,0,0
piece of archer armor,45,17,31,12,2,124,28,1.65,56
piece of cactus,20000,10,20000,10,2,2,19990,1999.0,39980
piece of crocodile leather,10,1,9,4,37,274,9,9.0,333
piece of dead brain,15930,14335,15730,14329,2003,552,1595,0.11,880440
piece of draconian steel,2899,2388,3030,2256,130,344,511,0.21,66430
piece of hell steel,455,200,541,220,55,303,255,1.27,14025
piece of hellfire armor,-1,-1,-1,-1,-1,-1,0,0,0
piece of iron,-1,1,0,1,0,158,-2,-2.0,0
piece of marble rock,5000,5000,5027,2851,111,221,0,0.0,0
piece of massacre's shell,10000,10000,385000,0,1,0,0,0.0,0
piece of royal satin,988,5,974,6,132,4,983,196.6,3932
piece of royal steel,9678,9402,9963,9103,123,342,276,0.03,33948
piece of scarab shell,1140,650,1516,937,201,328,490,0.75,98490
piece of swampling wood,5995,4510,5313,3906,851,795,1485,0.33,1180575
piece of warrior armor,54,41,55,33,1,158,13,0.32,13
pieces of magic chalk,332,166,339,163,21,127,166,1.0,3486
piercing bolt,-1,1,5,1,36,99,-2,-2.0,-72
pig foot,35,250,0,250,0,12,-215,-0.86,0
piggy bank,487,260,660,264,143,295,227,0.87,32461
pile of grave earth,548,365,2532,279,101,128,183,0.5,18483
pillow backpack,250000,81597,172948,102714,55,42,168403,2.06,7072926
pinata,-1,-1,-1,-1,-1,-1,0,0,0
pinch of crystal dust,332,0,332,0,1,0,332,0,0
pineapple,-1,0,199,0,1,0,-1,0,0
pirat's tail,197,129,168,118,13,349,68,0.53,884
pirate backpack,749,456,1194,359,155,171,293,0.64,45415
pirate bag,480,1,181,1,106,10,479,479.0,4790
pirate boots,28000,2640,6580,2555,96,71,25360,9.61,1800560
pirate coin,149,100,162,97,14,494,49,0.49,686
pirate hat,1799,476,2974,465,74,58,1323,2.78,76734
pirate knee breeches,280,63,383,61,74,105,217,3.44,16058
pirate shirt,950,260,1436,247,75,86,690,2.65,51750
pirate tapestry,2597,1,1652,10,13,13,2596,2596.0,33748
pirate treasure map,-1,0,0,0,0,0,-1,0,0
pirate voodoo doll,1000,253,432,278,192,514,747,2.95,143424
pirate's surprise,-1,0,0,0,0,0,-1,0,0
pitchfork,0,0,0,0,0,0,0,0,0
plague bell,24000,4610,34495,16853,75,24,19390,4.21,465360
plague bite,3825018,3825018,0,0,0,0,0,0.0,0
plague mask,14444,6401,26626,7167,81,30,8043,1.26,241290
plagueroot offshoot,208000,238000,0,254560,0,5,-30000,-0.13,0
plain carving axe,-1,0,0,0,0,0,-1,0,0
plain carving blade,-1,0,0,0,0,0,-1,0,0
plain carving chopper,-1,0,0,0,0,0,-1,0,0
plain carving hammer,-1,0,0,0,0,0,-1,0,0
plain carving mace,-1,0,0,0,0,0,-1,0,0
plain carving rod,-1,0,20000,0,1,0,-1,0,0
plain carving slayer,-1,0,0,0,0,0,-1,0,0
plain carving wand,-1,0,20000,0,1,0,-1,0,0
plain mayhem axe,-1,0,0,0,0,0,-1,0,0
plain mayhem blade,-1,0,0,0,0,0,-1,0,0
plain mayhem chopper,0,0,0,0,0,0,0,0,0
plain mayhem hammer,-1,0,0,0,0,0,-1,0,0
plain mayhem mace,-1,0,0,0,0,0,-1,0,0
plain mayhem rod,0,0,0,0,0,0,0,0,0
plain mayhem slayer,-1,0,0,0,0,0,-1,0,0
plain mayhem wand,-1,0,20000,0,1,0,-1,0,0
plain remedy axe,-1,0,0,0,0,0,-1,0,0
plain remedy blade,-1,0,0,0,0,0,-1,0,0
plain remedy chopper,-1,0,0,0,0,0,-1,0,0
plain remedy hammer,-1,0,0,0,0,0,-1,0,0
plain remedy mace,-1,0,0,0,0,0,-1,0,0
plain remedy rod,-1,0,0,0,0,0,-1,0,0
plain remedy slayer,0,0,0,0,0,0,0,0,0
plain remedy wand,-1,0,0,0,0,0,-1,0,0
plan for a makeshift armour,26767000,23001000,27690750,21026000,4,4,3766000,0.16,15064000
plans for a strange device,-1,0,0,0,0,0,-1,0,0
plasma pearls,226,226,666,221,11,166,0,0.0,0
plasmatic lightning,251,180,251,211,2,250,71,0.39,142
plate,980000,400200,978616,400453,5,4,579800,1.45,2319200
plate armor,92999,89090,92942,89094,264,346,3909,0.04,1031976
plate legs,187,96,388,87,327,550,91,0.95,29757
plate shield,52,12,45,10,11,102,40,3.33,440
platinum amulet,3500,2445,2520,2431,425,2152,1055,0.43,448375
plum,888888,511000,914151,530491,4,8,377888,0.74,1511552
plushie of a deepling,1500000,400530,1294666,0,3,0,1099470,2.75,0
plushie of a hydra,2109000,1170000,2264666,1176666,3,3,939000,0.8,2817000
plushie of devovorga,1000000,564400,1265966,0,3,0,435600,0.77,0
plushie of gaz'haragoth,1374600,819003,1257233,854050,3,2,555597,0.68,1111194
plushie of king tibianus,1500000,1002000,1282666,1002000,3,1,498000,0.5,498000
plushie of lavaworm,3200000,2000000,3300000,2000000,2,2,1200000,0.6,2400000
plushie of tentugly,224770,100000,379229,237240,3,9,124770,1.25,374310
poem scroll,949,2,945,2,45,4,947,473.5,3788
poet's fencing quill,0,0,0,0,0,0,0,0,0
pointed rabbitslayer,15000,0,17499,0,1,0,15000,0,0
poison arrow,-1,1,2,1,28,125,-2,-2.0,-56
poison bomb rune,85,50,91,60,439,143,35,0.7,5005
poison dagger,3,0,3,0,1,0,3,0,0
poison field rune,-1,1,9,1,43,9,-2,-2.0,-18
poison salt crystal,-1,-1,-1,-1,-1,-1,0,0,0
poison spider shell,0,1,0,2,0,52,-1,-1.0,0
poison wall rune,40,20,48,16,68,49,20,1.0,980
poisoned fang,120,77,120,106,12,392,43,0.56,516
poisonous slime,50,1,45,32,35,799,49,49.0,1715
polar bear paw,4000,2161,5292,2195,89,72,1839,0.85,132408
pomegranate,3950,53,2191,74,56,89,3897,73.53,218232
pool of chitinous glue,330,330,0,316,0,113,0,0.0,0
porcelain mask,12490,4005,11931,3515,12,12,8485,2.12,101820
post horn,993,2,774,2,2,15,991,495.5,1982
post officer's hat,500,0,428,0,7,0,500,0,0
pot,1999,1000,6332,1000,6,4,999,1.0,3996
pot of blackjack,249961,148610,211374,179145,249,78,101351,0.68,7905378
potato,19,1,24,1,6,39,18,18.0,108
potted flower,0,2,0,2,0,6,-2,-1.0,0
powder herb,1799,454,1418,322,19,54,1345,2.96,25555
power bolt,-1,1,9,5,200,406,-2,-2.0,-400
power ring,40,1,39,5,68,291,39,39.0,2652
precious necklace,0,0,0,0,0,0,0,0,0
premium scroll,-1,0,0,0,0,0,-1,0,0
prepared bucket,222,55,759,38,42,20,167,3.04,3340
prickly pear,-1,4,34,4,2,30,-5,-1.25,-10
prismatic armor,2994,1380,4928,1813,324,175,1614,1.17,282450
prismatic bolt,21,19,20,19,100,86,2,0.11,172
prismatic boots,943,104,1188,693,90,59,839,8.07,49501
prismatic helmet,3205,1410,4077,1238,81,53,1795,1.27,95135
prismatic legs,2442,515,2977,1229,129,89,1927,3.74,171503
prismatic necklace,17509,15929,19755,15433,1606,728,1580,0.1,1150240
prismatic quartz,520,405,567,389,2,335,115,0.28,230
prismatic ring,74957,69182,71579,64044,4252,714,5775,0.08,4123350
prismatic shield,3997,759,3556,703,76,36,3238,4.27,116568
prison cell key,10000,10000,0,0,0,0,0,0.0,0
pristine worm head,6902,6902,0,5380,0,5,0,0.0,0
protection amulet,74,35,99,55,188,656,39,1.11,7332
protective charm,1640,1601,2318,1987,2480,1651,39,0.02,64389
psychedelic tapestry,200000,60400,127674,67661,21,7,139600,2.31,977200
pulverized ore,367,250,374,240,7,102,117,0.47,819
pumpkin,40,1,88,1,1,4,39,39.0,39
pure energy,23997,0,23998,0,1,0,23997,0,0
purple backpack,838,22,298,16,128,152,816,37.09,104448
purple bag,800,0,874,0,36,0,800,0,0
purple fireworks powder,765,14,729,9,19,55,751,53.64,14269
purple fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0
purple kiss blossom,55000,40,36388,40,4,1,54960,1374.0,54960
purple nightshade blossoms,2898,1201,6633,1374,159,59,1697,1.41,100123
purple powder,-1,0,0,0,0,0,-1,0,0
purple robe,154,100,216,104,6,499,54,0.54,324
purple tapestry,488,2,519,2,1,7,486,243.0,486
purple tendril lantern,5984,153,4033,480,67,54,5831,38.11,314874
purple tome,1800,1290,1777,1187,23,303,510,0.4,11730
quara bone,899,448,693,430,9,173,451,1.01,4059
quara eye,326,314,326,309,1,182,12,0.04,12
quara pincers,799,351,485,342,4,177,448,1.28,1792
quara tentacle,184,99,184,107,1,159,85,0.86,85
queen's sceptre,200000,80103,299999,80252,1,2,119897,1.5,119897
quill,0,0,0,0,0,0,0,0,0
quiver,177499,152000000,175866922,159341200,13,10,-151822501,-1.0,-1518225010
rabbit's foot,9999,10000,9999,10000,1,1,-1,-0.0,-1
rabbit's foot lucky charm,7998,102,8995,82,1,4,7896,77.41,7896
raccoon backpack,2393000,1400000,2078339,1385000,5,2,993000,0.71,1986000
raccoon santa,99000,20000,165971,30620,7,6,79000,3.95,474000
ragnir helmet,-1,1,0,1,0,2,-2,-2.0,0
rainbow necklace,723900,456215,739854,573487,66,72,267685,0.59,17667210
rainbow quartz,465,465,535,469,3,651,0,0.0,0
rainbow shield,3949990,2527000,3447887,3188807,9,10,1422990,0.56,12806910
rainbow torch,9211000,6000000,8312500,7000333,4,3,3211000,0.54,9633000
rainbow trout,1197,601,1990,368,88,60,596,0.99,35760
rake,0,50,0,223,0,36,-50,-1.0,0
ranger legs,100,0,66,0,3,0,100,0,0
ranger's cloak,0,0,0,0,0,0,0,0,0
rapier,885,820,909,812,209,2768,65,0.08,13585
rare crystal,20,20,0,0,0,0,0,0.0,0
rare earth,-1,52,76,65,14,382,-53,-1.02,-742
raspberry,98,1,200,1,3,9,97,97.0,291
rat cheese,-1,0,1,0,3,0,-1,0,0
